song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,valence,time_signature,popularity,Stream,predicted_mood
Oh Sukumara,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:57,Telugu,2004-09-09,0.06,0.245,0.571,0.771,-5.757,0.04,173.002,1,7,0.0066,4,30,2427839,Sad
Ra Ra Padakintiki,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:14,Telugu,2004-09-07,0.66,0.893,0.994,0.478,-13.592,0.0904,150.098,1,9,0.09,4,85,3732003,Sad
Virisina Vennelavo,Ghanatasala,/artist/ghanatasala,03:04,Telugu,2004-09-06,0.7,0.28,0.59,0.339,-11.222,0.055,169.994,0,4,0.07,4,25,2152816,Sad
Oh Rama Chakkani,Ramesh Naidu,/artist/ramesh-naidu,03:16,Telugu,2004-09-06,0.27,0.084,0.245,0.682,-4.519,0.051,173.951,0,8,0.046,4,55,5918113,Sad
Aligina Velane,P. Susheela,/artist/p-suseela-2,03:31,Telugu,2004-09-04,0.49,0.938,0.721,0.513,-7.287,0.0018,149.976,1,2,0.0773,4,94,11441,Sad
Okadu Kaavali,S. Janaki,/artist/s-janaki,02:45,Telugu,2004-09-03,0.81,0.61,0.784,0.226,-9.385,0.05,175.005,1,1,0.099,4,69,2952306,Happy
Asale Kasi Kasi,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:42,Telugu,2004-09-03,0.91,0.83,0.187,0.289,-10.366,0.02,174.95,1,0,0.0703,4,97,4773168,Sad
Nee Thalape Maikam,Kalyanam|S. Janaki,/artist/kalyanam|/artist/s-janaki,05:56,Telugu,2004-09-03,0.29,0.212,0.283,0.585,-4.365,0.0423,144.975,1,2,0.072,4,86,6698466,Sad
Padhe Padhe Paduthunna,P. Susheela,/artist/p-suseela-2,03:11,Telugu,2004-09-03,0.51,0.95,0.173,0.397,-11.476,0.0989,139.979,1,9,0.05,4,55,10951697,Sad
Sittharala Thotalo,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:17,Telugu,2004-09-02,0.72,0.1,0.201,0.972,-11.473,0.084,173.949,0,3,0.08,4,39,7228928,Happy
Raama Raava Deva Deva,P. Susheela,/artist/p-suseela-2,03:07,Telugu,2004-09-02,0.91,0.201,0.31,0.561,-13.177,0.035,174.952,0,8,0.0823,4,67,1399804,Sad
Nee Choopulu,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:03,Telugu,2004-09-01,0.02,0.23,0.26,0.405,-13.957,0.01,175.011,0,9,0.047,4,83,1084942,Sad
Kaalamila Aagiponi,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:26,Telugu,2004-09-01,0.31,0.915,0.749,0.179,-5.134,0.063,174.976,1,1,0.05,4,80,6825732,Happy
Sarigandhu Cheerakatti,Ghanatasala|P Suhseela,/artist/ghanatasala|/artist/p-suhseela,03:10,Telugu,2004-09-01,0.02,0.19,0.604,0.186,-3.54,0.0189,154.984,0,3,0.1,4,97,1926442,Happy
Tinguranga Chakkanamma,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:17,Telugu,2004-09-01,0.64,0.59,0.592,0.611,-5.301,0.1,150.003,0,7,0.018,4,50,354160,Sad
Amma Nuvvuleni Nenu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:00,Telugu,2004-09-01,0.82,0.98,0.582,0.938,-4.152,0.0073,150.08,1,1,0.0836,4,91,4051815,Sad
Jagamula Dayanele (Pathos),P Leela,/artist/p-leela,01:25,Telugu,2004-08-12,0.52,0.643,0.557,0.465,-11.92,0.074,175.082,0,9,0.084,4,33,7466938,Sad
Muggurrammala,P Suhseela|S. P. Balasubrahmanyam,/artist/p-suhseela|/artist/s-p-balasubrahamanyam,03:19,Telugu,2004-08-12,0.25,0.057,0.615,0.955,-8.408,0.075,150.002,1,11,0.014,4,35,11041971,Happy
Madilo,P Suhseela,/artist/p-suhseela,03:59,Telugu,2004-08-11,0.05,0.42,0.06,0.477,-2.812,0.004,150.036,1,1,0.08,4,31,9236143,Sad
Manchu Kurise,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:05,Telugu,2004-08-09,0.81,0.413,0.929,0.537,-12.389,0.024,144.986,0,6,0.072,4,47,4108687,Happy
Vithalaa Panduranga,V. Ramakrishna,/artist/v-ramakrishna-2,03:54,Telugu,2004-08-07,0.9,0.28,0.563,0.145,-11.727,0.055,149.652,0,5,0.0762,4,97,776260,Sad
Gandu Thummeda,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:18,Telugu,2004-08-07,0.81,0.21,0.716,0.856,-7.751,0.0677,174.962,1,9,0.01,4,65,5081756,Happy
Thenchukuntava,P. Susheela|L.R. Eswari,/artist/p-suseela-2|/artist/lr-eswari-2,03:21,Telugu,2004-08-07,0.05,0.12,0.101,0.41,-12.449,0.03,150.0,1,11,0.026,4,75,8574051,Sad
Na Maata Nammithi Vela,Pithapuram Nageswara Rao,/artist/pithapuram-nageswara-rao,03:21,Telugu,2004-08-06,0.04,0.955,0.513,0.383,-3.89,0.0356,173.984,0,5,0.055,4,97,9997820,Sad
Kobbari Chattuku,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:12,Telugu,2004-08-05,0.01,0.94,0.23,0.288,-6.415,0.06,145.051,1,9,0.0697,4,28,4959087,Sad
Aho Sreeramapattabhishekam,S. Rajeswara Rao|Saluri Ramalingeswara Rao|Murali Krishna,/artist/s-rajeswara-rao-2|/artist/saluri-ramalingeswara-rao|/artist/murali-krishna,05:12,Telugu,2004-08-04,0.01,0.74,0.797,0.806,-6.652,0.0012,173.003,1,7,0.096,4,64,455315,Happy
Gummana Kareyadire,S. Janaki|P.B. Sreenivas,/artist/s-janaki|/artist/pb-sreenivas,03:03,Telugu,2004-08-04,0.85,0.14,0.742,0.339,-9.532,0.051,141.954,0,0,0.067,4,92,10445380,Happy
Dayagala Thalliki,P. Susheela,/artist/p-suseela-2,06:02,Telugu,2004-08-03,0.66,0.386,0.032,0.319,-2.743,0.08,149.95,0,6,0.0989,4,57,7898312,Sad
Kigth Bahar,S. P. Balasubrahmanyam|S.P.Sailaja,/artist/s-p-balasubrahamanyam|/artist/spsailaja,04:18,Telugu,2004-08-03,0.63,0.384,0.758,0.224,-10.309,0.0898,173.983,1,8,0.001,4,52,10428681,Happy
Nampalli Station,S. P. Sailaja,/artist/s-p-sailaja-2,03:14,Telugu,2004-08-03,0.8,0.229,0.845,0.608,-10.324,0.023,144.142,1,0,0.0456,4,66,921861,Happy
Joolali,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:03,Telugu,2004-08-02,0.8,0.48,0.595,0.634,-13.333,0.028,149.957,1,4,0.03,4,37,2391427,Sad
Oorantha Anukuntunnaru,Ghanatasala|L.R. Eswari,/artist/ghanatasala|/artist/lr-eswari-2,03:55,Telugu,2004-08-02,0.61,0.91,0.418,0.707,-2.493,0.055,174.01,0,5,0.038,4,41,8667274,Sad
Apparao O Apparao,Chakravarty Brothers,/artist/chakravarty-brothers-1,05:18,Telugu,2004-08-01,0.83,0.153,0.31,0.672,-6.029,0.0805,174.032,1,2,0.0196,4,92,3025717,Sad
Raave Oh Chinnadhana,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:52,Telugu,2004-08-01,0.44,0.825,0.11,0.746,-13.378,0.06,171.983,0,5,0.02,4,55,342106,Sad
Preminchande,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:34,Telugu,2004-07-12,0.44,0.818,0.533,0.838,-2.083,0.05,175.056,0,10,0.06,4,69,10635196,Sad
Kali Muvvalu,Pithapuram Nageswara Rao|L.R. Eswari,/artist/pithapuram-nageswara-rao|/artist/lr-eswari-2,02:43,Telugu,2004-07-11,0.16,0.21,0.059,0.641,-10.756,0.086,174.012,0,10,0.089,4,51,7877880,Sad
Kamaneeyam Kailasam,P. Susheela,/artist/p-suseela-2,02:28,Telugu,2004-07-10,0.03,0.36,0.393,0.593,-13.007,0.05,149.986,1,1,0.0078,4,45,8325570,Sad
Ekkado Doorana,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:38,Telugu,2004-07-10,0.04,0.86,0.001,0.503,-9.601,0.01,145.004,1,2,0.028,4,34,966963,Sad
Mallelu Pooche Challani Ok,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:03,Telugu,2004-07-08,0.08,0.22,0.381,0.998,-5.503,0.0887,174.005,0,9,0.1,4,90,1158159,Sad
Gdi Sangramam,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:27,Telugu,2004-07-08,0.71,0.893,0.542,0.696,-9.792,0.06,149.973,0,11,0.076,4,48,1915147,Sad
Saagara Sangamame (S.Janaki),S. Janaki,/artist/s-janaki,01:34,Telugu,2004-07-07,0.08,0.339,0.763,0.826,-12.413,0.0507,150.138,0,5,0.0477,4,99,8924467,Happy
Jayahe Navaneela,Ghanatasala,/artist/ghanatasala,04:01,Telugu,2004-07-05,0.14,0.86,0.272,0.468,-12.32,0.08,139.928,1,1,0.08,4,90,10609470,Sad
Nandamuri Andhagadaa,S. P. Balasubrahmanyam|Vani Jairam,/artist/s-p-balasubrahamanyam|/artist/vani-jayaram,03:55,Telugu,2004-07-03,0.87,0.532,0.247,0.658,-6.412,0.03,175.013,0,4,0.06,4,95,2549719,Sad
Sarigama Pada Nisa,S. P. Balasubrahmanyam|B. Vasantha,/artist/s-p-balasubrahamanyam|/artist/b-vasantha-1,04:25,Telugu,2004-07-03,0.95,0.05,0.311,0.204,-5.493,0.02,150.276,1,1,0.03,4,58,388937,Happy
Madhuram,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,04:18,Telugu,2004-07-03,0.42,0.887,0.736,0.311,-5.674,0.0171,174.072,0,5,0.07,4,99,1808085,Happy
Fifty Fifty,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:54,Telugu,2004-07-01,0.13,0.47,0.82,0.493,-2.38,0.09,149.935,0,1,0.05,4,99,100769,Happy
Ooredi Peredi,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:25,Telugu,2004-07-01,0.54,0.78,0.537,0.084,-5.936,0.014,173.987,0,10,0.032,4,75,8581146,Sad
Therachapa Vantidhi,K J Yesudas,/artist/k-j-yesudas,03:08,Telugu,2004-06-12,0.01,0.253,0.326,0.533,-7.088,0.1,150.059,1,6,0.014,4,87,6921141,Sad
Eerojullo,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:24,Telugu,2004-06-11,0.71,0.895,0.443,0.87,-4.041,0.0863,144.992,0,11,0.027,4,48,5901541,Sad
Chelikaadu Ninne,Ghanatasala|P Suhseela,/artist/ghanatasala|/artist/p-suhseela,03:51,Telugu,2004-06-11,0.92,0.89,0.873,0.537,-3.461,0.07,150.025,1,1,0.0885,4,62,6513404,Happy
Mavayya Anna Pilupu,S. P. Balasubrahmanyam|P. Susheela|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2|/artist/s-p-sailaja-2,04:44,Telugu,2004-06-11,0.6,0.392,0.213,0.448,-5.264,0.0318,157.033,0,6,0.028,4,93,365413,Sad
Kadalandi,S.P.Sailaja,/artist/spsailaja,04:18,Telugu,2004-06-10,1.0,0.89,0.377,0.94,-12.546,0.062,149.983,1,2,0.052,4,100,3740995,Sad
Karunamayive Mary Maatha,P. Susheela,/artist/p-suseela-2,04:09,Telugu,2004-06-08,0.78,0.802,0.825,0.9,-5.065,0.046,174.01,0,10,0.055,4,46,9376700,Happy
Dialogues And Songs Part - 4,N. T. Rama Rao,/artist/n-t-rama-rao-1,23:01,Telugu,2004-06-08,0.69,0.96,0.357,0.089,-9.733,0.02,150.036,1,5,0.07,4,37,5291440,Sad
Padhi Mandhilo Paata Paadinaa,Ghanatasala,/artist/ghanatasala,03:00,Telugu,2004-06-07,0.68,0.81,0.333,0.093,-2.151,0.016,144.941,0,5,0.0616,4,100,10992688,Sad
Odanu Jaripe,S. Janaki,/artist/s-janaki,03:04,Telugu,2004-06-07,0.16,0.061,0.912,0.728,-9.005,0.0791,150.07,0,10,0.05,4,31,9430479,Energetic
Maharajulochchaaru,P. Susheela|B. Vasantha,/artist/p-suseela-2|/artist/b-vasantha-1,03:14,Telugu,2004-06-07,0.38,0.302,0.198,0.41,-11.252,0.0147,149.974,1,1,0.011,4,37,7558449,Sad
Chakkadanaala Chinnadhira,S. P. Sailaja,/artist/s-p-sailaja-2,03:55,Telugu,2004-06-06,0.96,0.52,0.838,0.916,-7.155,0.0682,140.012,1,1,0.03,4,91,1850445,Happy
Ee Roju Annayya Puttina,Vani Jairam|P. Susheela,/artist/vani-jayaram|/artist/p-suseela-2,03:04,Telugu,2004-06-06,0.93,0.103,0.641,0.738,-10.231,0.049,174.017,1,7,0.02,4,29,11161571,Happy
Chengavi Panchakatti,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:18,Telugu,2004-06-06,0.67,0.376,0.775,0.201,-9.73,0.0291,150.08,1,6,0.09,4,62,5658537,Happy
Yedi Ilalona Asalaina,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:04,Telugu,2004-06-05,0.2,0.866,0.083,0.961,-9.603,0.027,174.993,0,8,0.066,4,62,1899200,Sad
Mangalam Kosalendraya,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,23:08,Telugu,2004-06-05,0.27,0.853,0.417,0.645,-9.05,0.0366,150.117,1,1,0.027,4,97,6498688,Sad
Vanta Inti Prabhuvulam,S. P. Balasubrahmanyam|A.L. Raghavan,/artist/s-p-balasubrahamanyam|/artist/al-raghavan-1,03:57,Telugu,2004-06-05,0.5,0.298,0.59,0.738,-13.918,0.07,173.988,1,5,0.07,4,35,3214693,Sad
Vestanu Podupu Katha,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,04:22,Telugu,2004-06-04,0.57,0.711,0.375,0.807,-2.37,0.085,175.011,0,3,0.02,4,62,9868392,Sad
Ilaa Ilaa Jeevitham,Ghanatasala,/artist/ghanatasala,03:27,Telugu,2004-06-03,0.27,0.499,0.953,0.561,-11.853,0.01,150.05,0,6,0.05,4,65,7869480,Sad
Swagatham,P. Susheela,/artist/p-suseela-2,03:33,Telugu,2004-06-03,0.33,0.979,0.977,0.19,-3.789,0.0158,174.971,0,11,0.0463,4,72,5135525,Happy
Panikosthaavaa,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:29,Telugu,2004-06-03,0.58,0.24,0.852,0.695,-5.702,0.03,142.056,0,0,0.079,4,70,3916199,Happy
Kalanaina Nee Valape,P Leela,/artist/p-leela,03:43,Telugu,2004-06-03,0.28,0.33,0.513,0.584,-3.117,0.02,140.063,0,8,0.0432,4,34,3475753,Sad
Chelarege Gaali Nenai,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,03:21,Telugu,2004-06-02,0.4,0.76,0.089,0.034,-12.227,0.0858,146.086,1,1,0.06,4,53,10467791,Sad
Slokam,Various,/artist/various,01:19,Telugu,2004-06-01,0.22,0.22,0.025,0.841,-2.841,0.014,175.041,1,8,0.07,4,84,10318942,Sad
Thanivi Theera Lede,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,05:23,Telugu,2004-06-01,0.51,0.553,0.945,0.776,-10.094,0.0969,150.014,0,1,0.06,4,45,4766016,Happy
Chinnari Navvuie,P Suhseela,/artist/p-suhseela,03:45,Telugu,2004-05-12,0.36,0.01,0.701,0.884,-6.565,0.0931,174.019,0,10,0.017,4,36,3149359,Energetic
Virise Kannulalo (Male),Ghanatasala,/artist/ghanatasala,03:09,Telugu,2004-05-12,0.83,0.219,0.63,0.175,-11.092,0.08,135.019,1,11,0.0243,4,41,7202082,Happy
Pahimam Sri Rama Ante,Rama Rao|Ramana|Madhavapeddi Satyam,/artist/rama-rao|/artist/ramana|/artist/madhavapeddi-satyam,03:32,Telugu,2004-05-11,0.1,0.892,0.568,0.277,-8.428,0.0951,174.923,1,0,0.07,4,70,2927094,Sad
Devudu Unnado Ledo,K J Yesudas,/artist/k-j-yesudas,04:34,Telugu,2004-05-10,0.34,0.29,0.98,0.97,-5.125,0.07,171.938,1,0,0.09,4,34,2235970,Energetic
Kokamma Cheppamma,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:24,Telugu,2004-05-10,0.02,0.23,0.19,0.033,-5.139,0.06,150.1,0,1,0.01,4,77,8233104,Sad
Ee Mounam Ee Bidiyam,Ghanatasala|P Suhseela,/artist/ghanatasala|/artist/p-suhseela,03:25,Telugu,2004-05-08,0.38,0.129,0.896,0.627,-11.537,0.092,140.017,1,1,0.07,4,74,6863861,Energetic
Neetholi Vegalenu,L.R. Eswari,/artist/lr-eswari-2,03:05,Telugu,2004-05-07,0.5,0.08,0.603,0.876,-13.397,0.046,170.018,0,7,0.02,4,93,151717,Happy
Jathi Eandhi,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:26,Telugu,2004-05-07,0.89,0.565,0.179,0.023,-10.129,0.08,172.051,1,8,0.0014,4,76,9271756,Sad
Raaga Malika,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,05:19,Telugu,2004-05-06,0.09,0.14,0.999,0.188,-10.622,0.04,150.056,0,5,0.0839,4,78,9905035,Happy
Galipata,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:54,Telugu,2004-05-05,0.69,0.687,0.361,0.367,-13.03,0.099,149.985,1,8,0.07,4,93,725041,Sad
Ettago Vunntaadhi,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:08,Telugu,2004-05-05,0.21,0.108,0.374,0.23,-12.784,0.0801,175.082,0,5,0.0523,4,70,3559772,Sad
Chinni Chinni Kannayya,P. Susheela|K J Yesudas,/artist/p-suseela-2|/artist/k-j-yesudas,03:28,Telugu,2004-05-03,0.08,0.304,0.334,0.487,-11.136,0.01,149.986,1,2,0.08,4,83,6845213,Sad
Nava Nava,S. Janaki,/artist/s-janaki,03:45,Telugu,2004-05-03,0.18,0.117,0.273,0.284,-10.415,0.0,175.024,1,8,0.085,4,69,381913,Sad
Jagame Mayara,L.R. Eswari,/artist/lr-eswari-2,03:37,Telugu,2004-05-03,0.94,0.414,0.633,0.985,-4.682,0.095,144.996,1,11,0.061,4,45,4261710,Happy
Ammammamma,Ghanatasala|P Suhseela,/artist/ghanatasala|/artist/p-suhseela,03:00,Telugu,2004-05-02,0.89,0.54,0.032,0.936,-3.927,0.006,139.971,1,6,0.0762,4,44,1479853,Sad
Chimi Kochi,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:45,Telugu,2004-05-02,0.79,0.49,0.265,0.127,-4.407,0.0168,173.988,0,6,0.006,4,30,4800508,Sad
Naa Kosame Neevunnadi,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:02,Telugu,2004-04-12,0.97,0.43,0.06,0.528,-12.332,0.028,149.987,1,8,0.041,4,47,2161267,Sad
Sangeetha Njanamu,Chittoor V. Nagaiah,/artist/chittoor-v-nagaiah-110,01:28,Telugu,2004-04-11,0.54,0.22,0.327,0.285,-10.364,0.058,150.294,1,6,0.01,4,61,6108467,Sad
Naa Hrudayamlo Nidurinche Cheli,Ghanatasala,/artist/ghanatasala,02:43,Telugu,2004-04-10,0.04,0.13,0.849,0.912,-4.545,0.057,139.982,1,7,0.045,4,65,5840079,Energetic
Edurangulu Mudibadithe,S. P. Balasubrahmanyam|Vani Jairam,/artist/s-p-balasubrahamanyam|/artist/vani-jayaram,04:00,Telugu,2004-04-10,0.77,0.19,0.368,0.375,-11.731,0.034,175.991,1,7,0.0233,4,43,2679176,Sad
Allukora Andagada,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:36,Telugu,2004-04-08,0.12,0.82,0.655,0.733,-6.808,0.05,145.043,1,1,0.0439,4,63,5785719,Sad
Addama Reyi,S. P. Balasubrahmanyam|P. Susheela|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2|/artist/s-p-sailaja-2,05:00,Telugu,2004-04-07,0.08,0.286,0.798,0.435,-9.69,0.042,150.16,1,11,0.074,4,93,9203951,Happy
Jorugaa Hushaaruga,Ghanatasala,/artist/ghanatasala,04:02,Telugu,2004-04-06,0.95,0.233,0.168,0.446,-8.36,0.073,172.004,0,8,0.011,4,32,1748067,Sad
Enthavaru Gani,Mohammed Rafi,/artist/mohammad-rafi,03:03,Telugu,2004-04-05,0.63,0.479,0.519,0.879,-4.197,0.037,150.02,1,1,0.0586,4,92,3132200,Sad
Ammaye Puduthundhi,Ghanatasala|P Suhseela,/artist/ghanatasala|/artist/p-suhseela,03:30,Telugu,2004-04-05,0.58,0.32,0.605,0.781,-10.391,0.0354,173.914,0,11,0.03,4,67,11012830,Sad
Iddharame,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:31,Telugu,2004-04-04,0.87,0.86,0.597,0.207,-13.263,0.049,139.835,1,8,0.03,4,45,6561564,Sad
Ee Poovulalo,P. Susheela|P.B. Sreenivas,/artist/p-suseela-2|/artist/pb-sreenivas,03:32,Telugu,2004-04-04,0.95,0.61,0.317,0.138,-9.915,0.09,138.59,1,1,0.09,4,48,1309067,Sad
Vaanochche Varadochche,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:25,Telugu,2004-04-03,0.22,0.894,0.395,0.34,-12.257,0.0683,150.002,1,0,0.01,4,35,6453441,Sad
Magu Magu,P. Susheela,/artist/p-suseela-2,04:25,Telugu,2004-04-03,0.05,0.51,0.494,0.204,-7.152,0.066,173.94,1,1,0.0787,4,41,5704542,Sad
Ohori Nayano,Mano|K. S. Chithra,/artist/mano|/artist/chitra,04:41,Telugu,2004-04-02,0.34,0.59,0.871,0.516,-12.466,0.0766,149.941,0,4,0.07,4,38,9090059,Energetic
Karame Jagaana,Kalyanam Raghuramaiah,/artist/kalyanam-raghuramaiah-31,01:54,Telugu,2004-04-02,0.01,0.345,0.744,0.594,-6.288,0.0042,175.048,0,6,0.02,4,35,1045788,Sad
O Rachavari Chinavada,P. Susheela,/artist/p-suseela-2,03:32,Telugu,2004-03-12,0.38,0.96,0.935,0.058,-12.507,0.027,150.045,1,8,0.01,4,79,665558,Sad
Oh Jawarala,Ghanatasala|P Suhseela,/artist/ghanatasala|/artist/p-suhseela,04:00,Telugu,2004-03-10,0.49,0.12,0.543,0.404,-2.67,0.09,177.075,1,7,0.0,4,73,8911973,Happy
Kokila,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,05:48,Telugu,2004-03-10,0.94,0.78,0.458,0.811,-5.429,0.064,142.994,1,7,0.087,4,98,6595470,Sad
Mrogi Mrogi And Yedi Challani,Vijayalakshmi Sharma|S. P. Sailaja,/artist/vijayalakshmi-sharma|/artist/s-p-sailaja-2,07:42,Telugu,2004-03-10,0.7,0.77,0.982,0.025,-12.229,0.04,174.049,0,4,0.09,4,65,5319610,Happy
Raayinaina Koopothini,P. Susheela,/artist/p-suseela-2,04:43,Telugu,2004-03-08,0.2,0.748,0.112,0.181,-9.078,0.036,149.987,1,4,0.06,4,34,9059077,Sad
O Shanti Om Shanti,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,05:07,Telugu,2004-03-06,0.12,0.56,0.579,0.658,-4.9,0.04,149.942,1,6,0.09,4,93,1029232,Sad
Ea Babu Ea Ea Babu,Mano|S. Janaki,/artist/mano|/artist/s-janaki,04:00,Telugu,2004-03-06,0.7,0.504,0.453,0.276,-3.934,0.08,150.213,0,5,0.057,4,37,502435,Sad
Khagaraaju Neeanati,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,01:36,Telugu,2004-03-05,0.98,0.12,0.445,0.282,-8.94,0.044,150.102,0,2,0.09,4,89,10490465,Happy
Orabbi Vesukkunna,Janaki|S. P. Balasubrahmanyam,/artist/janaki|/artist/s-p-balasubrahamanyam,03:30,Telugu,2004-03-04,0.41,0.6,0.38,0.792,-8.657,0.0656,145.113,0,1,0.09,4,76,8719912,Sad
Meghama Neeli Meghama,P. Susheela,/artist/p-suseela-2,04:39,Telugu,2004-03-01,1.0,0.96,0.526,0.549,-10.002,0.04,150.064,1,2,0.0667,4,88,1756046,Sad
Vayase Velluvaga,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:16,Telugu,2004-02-12,0.15,0.8,0.647,0.056,-8.632,0.0976,150.0,1,6,0.03,4,80,1864292,Sad
Idhi Maikamaa,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:19,Telugu,2004-02-12,0.69,0.1,0.337,0.0,-11.669,0.011,150.041,1,0,0.011,4,43,683165,Sad
Vrepalliya Eda Jhalluna,S. P. Balasubrahmanyam|S P Sailaja,/artist/s-p-balasubrahamanyam|/artist/s-p-sailaja,05:39,Telugu,2004-02-11,0.78,0.84,0.081,0.941,-8.664,0.0915,149.987,0,2,0.04,4,98,1852394,Sad
Enthati Rasikudavo,P. Susheela,/artist/p-suseela-2,03:12,Telugu,2004-02-11,0.98,0.489,0.581,0.305,-4.436,0.0402,150.016,1,0,0.09,4,46,10125105,Sad
Ilapainadiche,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:01,Telugu,2004-02-10,0.03,0.974,0.976,0.861,-12.901,0.05,176.965,1,6,0.052,4,58,11080495,Sad
Nandikonda,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,05:02,Telugu,2004-02-09,0.6,0.791,0.502,0.601,-13.163,0.02,148.017,1,0,0.02,4,45,8469246,Sad
Nee Choopulona,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,04:26,Telugu,2004-02-09,0.83,0.32,0.44,0.92,-13.982,0.0758,176.031,1,0,0.065,4,29,10338232,Sad
Andala Na Rajalukelara,P. Susheela,/artist/p-suseela-2,03:48,Telugu,2004-02-08,0.2,0.87,0.429,0.18,-4.504,0.07,145.031,0,10,0.03,4,59,7049214,Sad
Tholi Kodi Koosindira,S. Janaki,/artist/s-janaki,03:13,Telugu,2004-02-08,0.07,0.073,0.928,0.177,-7.061,0.076,174.039,1,1,0.078,4,72,4787920,Energetic
Poochenu Poolu,P. Susheela,/artist/p-suseela-2,03:22,Telugu,2004-02-06,0.33,0.904,0.574,0.198,-12.867,0.0891,150.108,1,10,0.0965,4,71,1617460,Sad
Kanchare Kasa,K. S. Chithra,/artist/chitra,04:38,Telugu,2004-02-06,0.31,0.48,0.348,0.588,-7.736,0.0245,147.443,1,1,0.0376,4,29,9808412,Sad
